Hotel Name,Correlation (Winter),Correlation (Spring),Correlation (Summer),Correlation (Autumn),Correlation
Plaza Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Pomaika'i Lucky Farm BB,0.9098024154220896,-0.09546460179965668,-0.8143378136224331,Data not enough,Not enough data
Ponderosa Gardens Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ponderosa Lodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ponderosa Motel,0.3894642700454394,0.4041883953915652,Data not enough,-0.6873233700496779,Not enough data
Port Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Portland Harbor Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Portland Regency Hotel & Spa,0.344578525260287,0.17640568751111724,0.10793380397338016,-0.5651816687665537,0.183777444593268
Pousada Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Prairie Winds Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Primrose Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Prince Conti Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Prospector Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
"Quality Hotel & Suites ""At The Falls""",0.0017771524737052512,Data not enough,Data not enough,-0.0017771524737052512,0.616331288870897
Quality Inn,-0.03669604398808141,-0.019046739586551252,0.07026715047567572,-0.021732144664519348,Not enough data
Quality Inn & Suites,-0.05542852900063652,0.05799504339381813,-0.19831907005379779,0.2640076729835447,Not enough data
Quality Inn & Suites Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn & Suites Airport/Cruise Port South,0.1723525583281674,-0.17235255832816734,Data not enough,Data not enough,0.20365192623068878
Quality Inn & Suites Anaheim Maingate,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn & Suites Anaheim at the Park,0.26121687252554115,Data not enough,0.2385378839164966,-0.40804804993729227,Not enough data
Quality Inn & Suites Jefferson City,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn & Suites Nj State Capital Area,Data not enough,Data not enough,-0.33621126374967636,0.33621126374967636,Not enough data
Quality Inn And Suites,-0.9703414496160583,0.1363595365498792,0.7222495230120562,Data not enough,Not enough data
Quality Inn Bedford,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn Colchester - Burlington,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn Downtown Historic District,-0.49673214860548837,0.20128486933363496,0.37229201009140483,Data not enough,Not enough data
Quality Inn East,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn Midway Airport,Data not enough,0.5942176899625973,-0.5942176899625973,Data not enough,Not enough data
Quality Inn North,Data not enough,Data not enough,-0.9999999999999999,0.9999999999999999,Not enough data
Quality Inn Oklahoma City Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn Pittsburgh Airport,0.9999999999999999,Data not enough,Data not enough,-0.9999999999999999,Not enough data
Quality Inn Suites,0.0961799301098586,0.055751305399914707,-0.23084478064451325,0.0989768759667203,Not enough data
Quality Inn Suites Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn Suites At Olympic National Park,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn Suites Canton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn Suites Conference Center,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn Suites Medical Park,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn Suites Near University,Data not enough,-0.9987564444406972,0.5425542979583363,0.4562021464823608,Not enough data
Quality Inn Suites Oceanside Near Camp Pendleton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn Suites at Dollywood Lane,Data not enough,0.9999999999999999,-0.9999999999999999,Data not enough,Not enough data
Quality Inn Suites-sequim,Data not enough,0.37697978932103504,-0.5453781295161055,0.20624500350476876,0.32850990848361583
Quality Inn Troy,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn and Suites By The Parks,0.043997508838125844,-0.03257353476196396,-0.10724750870890612,0.1021271804576747,Not enough data
Quality Inn at Collins Road,Data not enough,Data not enough,-1.0,1.0,Not enough data
Quality Inn-alcoa,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn-decherd,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn-palm Bay,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quality Inn-rexburg,Data not enough,1.0,Data not enough,-1.0,Not enough data
Quality Suites,Data not enough,-0.5261550340417718,0.5261550340417718,Data not enough,Not enough data
Quality Suites Buckhead Village,-0.018315718817705363,0.08969993469738718,-0.18246713680603027,0.1441611947663853,0.06835323592685859
Quality Suites Otay Mesa,Data not enough,-0.6027640039796429,0.3430152512081706,0.35299666870275637,Not enough data
Quality Suites San Diego SeaWorld Area,-0.18022288192807062,0.1938332449182165,0.15004328579999318,-0.1356860567240695,-0.3476168104890006
Queen Ann Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quiet Haven Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quillayute River Resort LLC,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Quincy Inn and Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Radisson Hotel Freehold,0.3440349206288425,-0.36573985164570494,0.2141422237771645,-0.10844891139412674,Not enough data
Radisson Hotel Valley Forge,Data not enough,0.981076508183348,-0.981076508183348,Data not enough,Not enough data
Radisson Hotel-Portland Airport,Data not enough,Data not enough,0.30510561302693845,-0.30510561302693845,Not enough data
Ramada,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada Albuquerque East,Data not enough,-0.43433364641168487,Data not enough,0.43433364641168476,Not enough data
Ramada BWI Airport/Arundel Mills,0.08197155977692483,-0.033742224547735546,-0.12624310899700492,0.10882574539490818,0.09021412468033038
Ramada Bordentown,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada Bozeman,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada Costa Mesa/Newport Beach,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada Flagstaff East,0.2929717590786599,-0.9754262342404041,0.26302435272274266,0.35358622212350044,-0.9754262342404041
Ramada Frisco,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada Hialeah Miami Airport,Data not enough,0.11158589196159026,-0.11158589196159026,Data not enough,Not enough data
Ramada Limited - Port Allen,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada Limited Bakersfield North,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada Limited Little Rock,0.9999999999999999,-0.9999999999999999,Data not enough,Data not enough,Not enough data
Ramada Limited San Diego/Near SeaWorld,0.062026320177484544,0.1432837644981791,-0.3432470706449629,0.17940227261016675,Not enough data
Ramada Limited San Francisco Airport North,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada Louisville Expo Center,-0.9999999999999999,Data not enough,0.9999999999999999,Data not enough,Not enough data
Ramada Medford Hotel And Conference Center,Data not enough,0.08651626465106826,-0.13832705793386493,0.08921369843309288,0.3429787070888543
Ramada Mesa Phoenix East Area,Data not enough,-0.18583777769605186,-0.305508541805244,0.5405768029346689,Not enough data
Ramada Naples,Data not enough,-0.5983526401155834,0.5983526401155834,Data not enough,Not enough data
Ramada Oklahoma City Near Bricktown,0.33100156801576686,-0.23255833115941976,0.0636955207942517,-0.07585456868424838,Not enough data
Ramada Platte City KCI Airport,-0.40780170424394313,0.1601604715322171,0.299968625367,Data not enough,Not enough data
Ramada Plaza Albany,-0.4828220729967713,-0.5169834086093861,Data not enough,0.9998054816061575,Not enough data
Ramada Plaza By Wyndham Waikiki,0.0744717006513537,0.0958996549686452,0.15308254934028898,-0.2623715054575908,0.06462344291198771
Ramada Plaza Hawthorne/LAX,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada Plaza Hawthorne/lax,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada Urbana/champaign,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada-ankeny,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramada-franklin/cool Springs,Data not enough,-0.7400627107036979,0.7400627107036979,Data not enough,0.9275216071397713
Ramada-kingman,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Ramona Lake Cabins,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Rancher Motel-Cafe,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Rancho Tee Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Rancho Valencia Resort Spa,0.5827667273832972,Data not enough,0.057552946909656934,-0.629758511757347,0.1961841328964247
Rawhide Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Bud Valley Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Carpet Inn,-0.9559616163973633,0.22380952543604338,Data not enough,0.7321520909613201,Not enough data
Red Carpet Inn Unadilla,Data not enough,-1.0,1.0,Data not enough,Not enough data
Red Cedar Lodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Coach Inn Suites Hutchinson,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Coach Motor Lodge,0.3501172873960468,Data not enough,-0.9998377673015979,0.5626744409572243,Not enough data
Red Lion Inn & Suites McMinnville,0.019819215460859244,0.30433793749306715,-0.5439246206273967,0.2832366308389528,Not enough data
Red Lion Inn Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Lion Inn Suites Denver Airport,Data not enough,-0.19638567041461172,-0.18443620970640648,0.4222729723514367,Not enough data
Red Mill Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Parrot Cafe @ Breakers Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Inn,Data not enough,Data not enough,-1.0,1.0,Not enough data
Red Roof Inn & Suites Dekalb,Data not enough,-1.0,Data not enough,1.0,Not enough data
Red Roof Inn & Suites Muskegon Heights,Data not enough,0.39906540106918015,0.2020936501196575,-0.6406135134570099,-0.47510550281194197
Red Roof Inn & Suites Newark-university,0.08168614555631686,0.3262726317571,0.06773737012214859,-0.442588998254129,Not enough data
Red Roof Inn & Suites Oxford,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Inn - Richmond South,0.5911989908192825,0.26216799091216614,Data not enough,-0.8543888890189806,Not enough data
Red Roof Inn Allentown Airport,0.156560335237524,Data not enough,0.1059583289281981,-0.26251866416572206,Not enough data
Red Roof Inn Atlanta Smyrna,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Inn Boardman,0.5458489451477757,-0.46941034761893086,Data not enough,-0.06067030205627289,Not enough data
Red Roof Inn Cleveland-medina,-0.8693314503812185,0.8626810543945584,0.006650395986660012,Data not enough,Not enough data
Red Roof Inn Columbus-ohio State Fairgrounds,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Inn Cookeville Tennessee Tech,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Inn Dayton North Airport,Data not enough,0.5521999170061228,-0.7786854708884932,0.35125485418689767,Not enough data
Red Roof Inn Denver,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Inn Detroit - Southfield,Data not enough,Data not enough,0.7869805952597557,-0.7869805952597557,Not enough data
Red Roof Inn Durham-duke University Medical Center,0.7575620934492147,Data not enough,0.0559339019365485,-0.8221490001289993,Not enough data
Red Roof Inn Flint-bishop Airport,Data not enough,0.9414232742372464,-0.9414232742372461,Data not enough,Not enough data
Red Roof Inn Fresno - Yosemite Gateway,-0.2799027212390452,0.642258218803934,-0.00023405280883346546,-0.5764072774816572,Not enough data
"Red Roof Inn Hagerstown Williamsport,",Data not enough,Data not enough,0.9999999999999999,-0.9999999999999999,Not enough data
Red Roof Inn Hampton Coliseum Convention Center,-0.0013692739721007908,0.007560762696828289,0.13325427024399528,-0.20683237509301453,Not enough data
Red Roof Inn Hardeeville,0.2549636562827221,-0.7235558956405704,0.05123605937376889,0.2710033310236519,Not enough data
Red Roof Inn Lafayette,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Inn Lansing East - Michigan State University,0.8977597268177738,-0.06740823316876372,Data not enough,-0.8303514936490101,Not enough data
Red Roof Inn Phoenix North - Bell Road,Data not enough,-0.9999999999999999,0.9999999999999999,Data not enough,Not enough data
Red Roof Inn Richmond South,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Inn Rockford,0.19531394517525655,-0.29141465795761035,0.08322565859131033,Data not enough,Not enough data
Red Roof Inn Salem,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Inn Suites Danville,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Inn Suites Scottsboro,-0.9746496051657219,0.9746496051657219,Data not enough,Data not enough,Not enough data
Red Roof Inn Tallahassee,-0.37592164788412696,0.7789901238970944,-0.4363902819462838,Data not enough,Not enough data
Red Roof Inn Toledo-holland,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Plus+ Baltimore Washington Dc/bw Parkway,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Roof Plus+ Long Island-garden City,0.48683284642516256,-0.48683284642516256,Data not enough,Data not enough,Not enough data
Red Roof Plus+ Phoenix West,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
"Red Roof Plus+ Washington, DC - Alexandria",Data not enough,-0.5563624596405569,0.5228318172515148,0.047419489221665674,Not enough data
Red Roof Plus+ Wilmington - Newark,Data not enough,-0.6177306583375733,0.31356120082262284,0.25566137093284613,Not enough data
Red Roof Plus+& Suites Guilford,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Red Rooster Lodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Redwood Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Reedley Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Refuge Inn,0.28151014989864687,Data not enough,0.21441446650311535,-0.429483316165979,Not enough data
Regency Inn,-0.9938013374666229,0.4006241075298513,Data not enough,0.5931772299367718,Not enough data
Regency Inn Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Relax Inn,0.6287806757780044,-0.9877967132123405,0.35901603743433597,Data not enough,Not enough data
Relax Inn Altoona,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Renaissance Atlanta Waverly Hotel & Convention Center,0.07760408964948169,0.08494368730245613,0.0028611479231593798,-0.13008868899299572,0.052123356094435434
Renaissance Tulsa Hotel & Convention Center,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Renwick Clifton House,Data not enough,-1.0,Data not enough,1.0,Not enough data
Residence Inn Allentown Bethlehem/Lehigh Valley Airport,0.3338313781310276,-0.3338313781310276,Data not enough,Data not enough,Not enough data
Residence Inn Annapolis,Data not enough,-0.4698667618482893,Data not enough,0.4698667618482893,Not enough data
Residence Inn Atlanta Midtown/Peachtree at 17th,0.19000130617363126,-0.1497247619011403,0.20048677484435753,-0.17888808750787102,-0.22659085817357752
Residence Inn Baltimore BWI Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn By Marriott Denver Cherry Creek,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn By Marriott Las Vegas South,Data not enough,-0.4760158606573719,Data not enough,0.4760158606573719,0.16383630203406002
Residence Inn By Marriott Phoenix Nw/surprise,-0.9999999999999999,0.9999999999999999,Data not enough,Data not enough,Not enough data
Residence Inn By Marriott Waldorf,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Camarillo,-0.9897107727974274,0.4912352659894931,0.4224811466884848,Data not enough,Not enough data
Residence Inn Chicago Bloomingdale,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Chicago Deerfield,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Cincinnati Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Dallas Richardson,0.21787889402902721,-0.21787889402902716,Data not enough,Data not enough,0.7362804005118656
Residence Inn Decatur Forsyth,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Fort Worth Cultural District,-0.9731499656505036,Data not enough,0.9731499656505036,Data not enough,Not enough data
Residence Inn Indianapolis Carmel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Jacksonville Butler Boulevard,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Kansas City Olathe,0.05319220901351931,Data not enough,-0.1631068186398802,0.08974490295392935,0.44839416686986866
Residence Inn Laredo Del Mar,Data not enough,-0.9999999999999999,Data not enough,0.9999999999999999,Not enough data
Residence Inn Lexington North,0.3628782454240755,Data not enough,-0.98843325791282,0.6255550124887443,0.6255550124887443
Residence Inn Lexington South Hamburg Place,-1.0,Data not enough,1.0,Data not enough,Not enough data
Residence Inn Macon,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Mobile,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Naples,Data not enough,0.44589503362902544,-0.4458950336290254,Data not enough,-0.982308844361821
Residence Inn Nashville Brentwood,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Omaha Downtown/Old Market Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Phoenix North Happy Valley,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Phoenix North/Happy Valley,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Portland North / Vancouver,Data not enough,0.09143066948118507,Data not enough,-0.09143066948118507,Not enough data
Residence Inn Portland North Vancouver,Data not enough,0.1794363521830503,Data not enough,-0.17943635218305026,Not enough data
Residence Inn Provo,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Sacramento Airport Natomas,0.9816230739820445,-0.6560752821668199,Data not enough,-0.3255477918152247,Not enough data
Residence Inn San Diego Central,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn Seattle Downtown/Lake Union,0.11483393466332846,0.16862431354158353,-0.27910740970798453,0.02470430246400455,Not enough data
Residence Inn Springfield South,0.6639730623464795,Data not enough,-0.7374362156940173,-0.06185891358003325,Not enough data
Residence Inn St. Louis Galleria,-0.9999999999999999,Data not enough,Data not enough,0.9999999999999999,Not enough data
Residence Inn Tysons Corner,0.11599352109394159,0.6269066178968334,-0.6433703928410015,Data not enough,Not enough data
Residence Inn by Marriott Dallas Central Expressway,Data not enough,0.4993317078584433,Data not enough,-0.4993317078584433,Not enough data
Residence Inn by Marriott Dallas Market Center,0.004398854339121366,0.10504994663522127,0.12554201226009065,-0.21773256087348458,Not enough data
Residence Inn by Marriott Memphis Southaven,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Residence Inn by Marriott New York The Bronx at Metro Center Atrium,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Richland Inn - Lewisburg,Data not enough,0.4349998616401054,-0.4349998616401054,Data not enough,Not enough data
Rimrock Hotel Inc,-0.9999999999999999,Data not enough,Data not enough,0.9999999999999999,Not enough data
Rittenhouse Motor Lodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
River Hotel,0.10970884860202357,0.1213303052636055,-0.08399259026078128,-0.13419923890361019,-0.16172032952035495
River Rock Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
River Side Motel & Marina,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
River Side Motel Marina,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Riverbend Motel Cabins,0.4289445307782368,-0.3047606161185343,Data not enough,-0.1980374585519653,Not enough data
Riverside Inn,Data not enough,0.39276908373039865,0.26433575013236704,-0.6085983199304421,Not enough data
Riverside Inn Racine,Data not enough,Data not enough,-1.0,1.0,Not enough data
Riverside Tower Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Riviera Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Riviera Resort & Marina,-0.9999999999999999,0.9999999999999999,Data not enough,Data not enough,Not enough data
Robbins Motel,Data not enough,Data not enough,0.7982918361390221,-0.7982918361390223,Not enough data
Robert Frost Mountain Cabins,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Rode Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Rodeway Inn,-0.29632236585469957,-0.13144998701087474,0.3205641594766801,0.06360484498696907,0.010444412574548407
Rodeway Inn & Suites Boulder Broker,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Rodeway Inn Boardwalk,1.0,Data not enough,Data not enough,-1.0,Not enough data
Rodeway Inn Oceanview,-0.4319972626450565,Data not enough,Data not enough,0.4319972626450565,Not enough data
Rodeway Inn San Diego Near Qualcomm Stadium,-0.1374943956680054,0.08094786680460345,-0.2042209361340182,0.2660030988419752,-0.16023277127432692
Rodeway Inn Silver Creek Inn,-0.4978150117458331,-0.5021818100944803,0.9999968218403134,Data not enough,Not enough data
Rodeway Inn Suites,Data not enough,0.1380844519758612,-0.14874110032667323,-0.021238883867398365,0.36550899874917603
Rodeway Inn Suites Downtowner-Rte 66,0.32647002857719865,Data not enough,-0.5177988900984952,0.28174455892682393,0.28174455892682393
Room Mate Lord Balfour,0.09837921577093463,0.02750574530393051,-0.11302856429915906,-0.028364993648104513,-0.1297611949850119
Roscoe Motor Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Roseberry's Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Route 66 Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Route 66 inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Royal Anchor Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Royal Grove Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Royal Inn-hudson,Data not enough,-0.9999999999999999,Data not enough,0.9999999999999999,Not enough data
Royal Motel,Data not enough,-0.9999999999999999,Data not enough,0.9999999999999999,Not enough data
Royal Pacific Motor Inn,0.256100847786836,0.36060318829242255,-0.549172270170216,-0.017577729778592694,Not enough data
Royal Palm Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Royal Pines Inn,Data not enough,Data not enough,1.0,-1.0,Not enough data
Royal Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Royal Suite Lodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Saddle Surrey Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sage Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sailor Jack Ocean Front Motel,-0.24083087609951234,Data not enough,0.24083087609951234,Data not enough,0.19078809665025562
Sailor Jack Oceanfront Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Salem Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Salt Creek Lodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
San Francisco International Hostel,-0.26625004129839924,0.3310360821641182,0.11126248894102106,-0.2679970042429918,Not enough data
San Francisco Marriott Marquis,Data not enough,Data not enough,0.10197202681296445,-0.10197202681296445,Not enough data
San Ramon Marriott,Data not enough,0.6078613382164098,-0.6078613382164098,Data not enough,Not enough data
Sands Resort,Data not enough,1.0,-1.0,Data not enough,Not enough data
Sandy Neck Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sanibel Inn,0.20310673643207833,0.10774161632975356,-0.4958722472381113,0.28352239614276914,0.17168062251528796
Santas Lodge,Data not enough,-0.9986744768906908,0.5357717658411134,0.6173981902901844,Not enough data
Saratoga Resort Spa,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Savanna Inn & Suites,Data not enough,Data not enough,-1.0,1.0,Not enough data
Schleichers Landing,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Schooner Creek Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Schweich's Hotel Bar & Restaurant,Data not enough,-0.9999999999999999,0.9999999999999999,Data not enough,Not enough data
Scottish Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Scottish Inns,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Scottsdale Links Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Scotty's Motel,Data not enough,Data not enough,-0.9999999999999999,0.9999999999999999,Not enough data
Sea Captain Resort On The Bay,-0.5010091448663733,Data not enough,0.6061522943329921,-0.09105663847199598,-0.5010091448663733
Sea Captain Resort On the Bay,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sea Horse Oceanfront Lodging,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sea Oats Motel,0.6255923357897658,-0.6255923357897658,Data not enough,Data not enough,Not enough data
Sea Shore Motel,0.1734809213777352,-0.025280783553443632,-0.21689430919256592,0.13872711025217777,Not enough data
Sea-Aire Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Seacrest Oceanfront Hotel,-0.013479368966309389,0.10572781384171379,-0.079231369109711,0.02651184653911267,Not enough data
Seaside Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Seattle Pacific Hotel,-0.32313153386419563,0.297225376456262,0.2737299756909148,-0.2663003716166073,Not enough data
Seaward Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Seneca Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sense Beach House,-0.13136346306927105,-0.14082823674379547,0.04884825638991378,0.2623471849710502,0.11309068736592988
Sequoia Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Serenity Bay Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Seven Gables Inn,0.2721435464937671,Data not enough,-0.2721435464937671,Data not enough,Not enough data
Sf Plaza Hotel,0.28543653663119195,Data not enough,-0.14168831985669783,-0.06588641271330484,0.21809338411568988
Shadeland Inn,Data not enough,-0.9635599038071373,0.9635599038071373,Data not enough,Not enough data
Shalimar Cottages Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Shamrock Country Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Shaver Lake Village Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Shawnee Motel,0.46844634795100726,0.5309032955173003,-0.9993496434683075,Data not enough,Not enough data
Sheraton Gateway Los Angeles Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sheraton Kansas City Hotel at Crown Center,-0.38382193720750496,0.17420606560541313,0.23511253518576627,-0.10986228291041457,-0.43620923710556075
Sheraton Portland Airport Hotel,-0.5185385286020929,0.18374033363950468,Data not enough,0.28011226668095957,0.4008206458215178
Sheraton Suites Key West,Data not enough,Data not enough,-0.5765566601970548,0.5765566601970549,-0.9958705948858224
Sheraton Suites Orlando Airport,-0.007215337492598601,0.0961703990896371,-0.18490692891921115,0.1313303230713039,-0.2701112944958168
Shilo Inn Suites - Coeur d'Alene,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Shore Hotel,0.16935191978217978,-0.39518217230934116,0.17831381552590017,0.09890663378155111,Not enough data
Shoreline Hotel Waikiki,-0.0823897417156049,-0.033888077247925454,-0.2951145160191291,0.37992748543225136,-0.28787828709288915
Siena Suites,Data not enough,Data not enough,-0.25208898844424005,0.25208898844424005,Not enough data
Siesta Motel,Data not enough,Data not enough,0.9999999999999999,-0.9999999999999999,Not enough data
Signature Inn Abilene,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
