Hotel Name,Correlation (Winter),Correlation (Spring),Correlation (Summer),Correlation (Autumn),Correlation
Hampton Inn Hampton-Newport News,0.08436792387843722,0.19338462743403248,0.2384653086416819,-0.6071963436209878,Not enough data
Hampton Inn Hampton-newport News,-0.9531088934179128,0.3978884260181346,0.15654901664671914,0.3255138764533691,Not enough data
Hampton Inn Hilton Head,Data not enough,-0.18774915907951528,0.011242866591467598,0.2345784857360136,Not enough data
Hampton Inn Horse Cave,Data not enough,-0.005728573840229029,-0.13399062526455863,0.19688691650689882,Not enough data
Hampton Inn Houston Deer Park Ship Area,Data not enough,-0.7956270433889525,0.7956270433889525,Data not enough,Not enough data
Hampton Inn Indianapolis/carmel,Data not enough,0.43236256762714464,-0.13554393856658561,-0.3132517116853853,Not enough data
Hampton Inn Indianola,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Kalispell,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Kingsland,-0.28781025861403975,-0.8782810920031917,0.30433028664330786,0.6423187731360795,Not enough data
Hampton Inn Knoxville/Clinton I-75,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Lacrosse/Onalaska,Data not enough,-0.2335487680938717,Data not enough,0.23354876809387176,Not enough data
Hampton Inn Lafayette,0.5830507329908478,-0.5830507329908478,Data not enough,Data not enough,Not enough data
Hampton Inn Lancaster,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Las Vegas North Speedway,0.33475448555850856,0.5626023650739892,-0.5169578175781648,-0.4015712614048254,Not enough data
Hampton Inn Lebanon,Data not enough,-0.9999999999999999,0.9999999999999999,Data not enough,Not enough data
Hampton Inn Lexington Medical Center,Data not enough,1.0,-1.0,Data not enough,Not enough data
Hampton Inn Macomb,-0.9999999999999999,Data not enough,0.9999999999999999,Data not enough,Not enough data
Hampton Inn Memphis/Southaven,0.7656173826411178,-0.9643376863477024,0.347903862963976,Data not enough,Not enough data
Hampton Inn Middletown,0.36163254739533884,0.43465149862307056,-0.6793383491231553,Data not enough,Not enough data
Hampton Inn Muskegon,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Myrtle Beach-Northwood,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn New Bedford/Fairhaven,Data not enough,-0.9999999999999999,0.9999999999999999,Data not enough,Not enough data
Hampton Inn Newark-Airport,0.5675015705078337,-0.7483520921966079,-0.16106758839817606,0.5828334453571057,Not enough data
Hampton Inn Newport News-Yorktown,Data not enough,-0.45435220693447675,0.45435220693447675,Data not enough,Not enough data
Hampton Inn Newport NewsYorktown,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Norfolk/Virginia Beach,0.2763296466004351,-0.3130353643518887,-0.09002708543020868,0.23696795981940907,Not enough data
Hampton Inn Odessa,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Olive Branch,0.38288845753918255,Data not enough,-0.9914738043556748,0.6085853468164923,Not enough data
Hampton Inn Omaha Midtown-Aksarben Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Orange City,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Orlando-Maingate South,Data not enough,-0.5821233043972086,0.5821233043972085,Data not enough,Not enough data
Hampton Inn Owensboro South,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Oxford,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Oxford-West,0.35924939247224114,0.0020090204967946326,0.48088645164179517,-0.6276977213907249,Not enough data
Hampton Inn Philadelphia-International Airport,0.23408876854289395,-0.0008161390137000658,-0.07485661372743203,-0.1868367344156436,-0.8639189570781087
Hampton Inn Phoenix Anthem,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Pittsburgh/West Mifflin,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Plant City,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Portland East,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Potomac Mills/Woodbridge,0.3568107197055919,-0.5210304709750543,Data not enough,0.1255697629170724,Not enough data
Hampton Inn Roanoke/Hollins - I-81,Data not enough,Data not enough,Data not enough,Data not enough,0.9999999999999999
Hampton Inn San Diego Del Mar,-0.02756115461044819,0.12117458102409592,0.03006135396681253,-0.18083378864791927,-0.08757043457528302
Hampton Inn San Diego/Mission Valley,0.02629602317421024,0.01571799136733383,-0.23953729504747753,0.21506752159232523,0.07230604371916599
Hampton Inn Savannah-I-95/Richmond Hill,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Selma/smithfield I-95,Data not enough,0.8953534666471045,-0.8953534666471045,Data not enough,Not enough data
Hampton Inn Springfield,0.33277445650658605,0.3080801767985132,0.3586653753194555,-0.9995200086245547,-0.9995200086245547
Hampton Inn Springfield South,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Springfield-southeast,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn St LouisDowntown At the Gateway Arch,-0.8281800988941791,-0.06675719184330083,Data not enough,0.6465524637189458,Not enough data
Hampton Inn Suites Adairsville-Calhoun Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Ardmore,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Asheville Biltmore Village,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Bend,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Blythe,-0.9999999999999999,Data not enough,0.9999999999999999,Data not enough,Not enough data
Hampton Inn Suites Bremerton,Data not enough,Data not enough,0.3784625549841954,-0.3784625549841954,Not enough data
Hampton Inn Suites California University-Pittsburgh,-0.5214241490110804,0.5214241490110804,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Camp Springs/Andrews AFB,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Chincoteague-waterfront,0.13687183245795642,0.20283069435732898,0.17015669084095789,-0.5357818305000742,Not enough data
Hampton Inn Suites Cincinnati/Uptown-University Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Columbia/South,-0.13901963100940018,0.34824011873872235,0.27296864513472546,-0.5162447672648911,0.16116000740611364
Hampton Inn Suites Columbus/University Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Conroe I45 North,-1.0,1.0,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Crawfordsville,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Dallas-Arlington North-Entertainment District,Data not enough,0.6134391249922778,-0.6134391249922778,Data not enough,Not enough data
Hampton Inn Suites Deland,Data not enough,-0.1594898731745961,0.15948987317459612,Data not enough,Not enough data
Hampton Inn Suites Detroit-Canton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites DetroitCanton,Data not enough,-0.6937763560648949,0.6937763560648949,Data not enough,Not enough data
Hampton Inn Suites Dodge City,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Duluth North/Mall Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Fort Myers-Colonial Blvd.,Data not enough,-0.13491667277737654,0.052391381868642437,0.1717141369540869,Not enough data
Hampton Inn Suites Fremont,Data not enough,Data not enough,0.9832968257627089,-0.9832968257627089,Not enough data
Hampton Inn Suites Greenville Downtown River Place,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Greenville/Spartanburg I-85,-0.46333295094575433,0.46333295094575433,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Hudson,Data not enough,0.8310767401295152,-0.8310767401295152,Data not enough,Not enough data
Hampton Inn Suites Indianapolis-Keystone,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Indianapolis/brownsburg,Data not enough,1.0,-1.0,Data not enough,Not enough data
Hampton Inn Suites Jackson,0.11072944763770574,0.2327875808898055,-0.46682183658535603,0.08862203547268795,Not enough data
Hampton Inn Suites Kansas City-Country Club Plaza,0.3168530475547658,0.2609907134942333,Data not enough,-0.5424046835469527,Not enough data
Hampton Inn Suites Knoxville Papermill Drive,-1.0,1.0,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Knoxville-turkey Creek/farragut,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Lake Mary At Colonial Townpark,0.6412242628950643,0.02503034660400835,-0.16916433317017732,-0.6221441746158743,Not enough data
Hampton Inn Suites Lansing West,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Las Cruces I-10,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Lavonia,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Leesburg,Data not enough,0.5003448671942106,Data not enough,-0.5003448671942106,Not enough data
Hampton Inn Suites Little Rock-downtown,-0.9620680254216027,0.9620680254216027,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Lynchburg,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites McAlester,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites McAllen,0.49808166324538794,-0.3728334166032576,Data not enough,-0.06757071636783057,Not enough data
Hampton Inn Suites Minneapolis/Downtown,Data not enough,-0.6733716014277541,0.6733716014277541,Data not enough,Not enough data
Hampton Inn Suites Minooka,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Mishawaka/south Bend At Heritage Square,Data not enough,-0.5951063898722289,0.5951063898722289,Data not enough,0.39842546030406734
Hampton Inn Suites Monroe,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites National HarborAlexandria Area,-0.35052239861416257,0.22620530472801265,0.1184400125585678,-0.017268518424584798,Not enough data
Hampton Inn Suites Oklahoma City Airport,Data not enough,-0.1483309043341861,0.1483309043341861,Data not enough,Not enough data
Hampton Inn Suites Orangeburg,Data not enough,-0.4883805707030716,0.4883805707030716,Data not enough,0.4883805707030716
Hampton Inn Suites Palestine,-0.5036718477890254,0.3483234349699054,-0.04573041358148215,0.1336347649759424,Not enough data
Hampton Inn Suites Pauls Valley,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Phenix City-Columbus Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Pigeon Forge On The Parkway,Data not enough,0.05155023988918638,-0.0688021756501233,0.04016011455669457,-0.4806945607585676
Hampton Inn Suites PortlandVancouver,-0.5668737611348882,0.41179612801882653,0.1550776331160617,Data not enough,Not enough data
Hampton Inn Suites Red Bluff,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Redding,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Richmond,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites San Antonio-Downtown/Market Square,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Sioux City/South,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Springdale,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Tampa Northwest Oldsmar,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites West Des Moines/SW Mall Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites Woodstock Va,-0.017391676887100263,0.40717769869817866,Data not enough,-0.38517877418100105,Not enough data
Hampton Inn Suites Yonkers,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Suites by Hilton Owensboro Downtown Waterfront,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Sulphur/Lake Charles Area,0.9999999999999999,-0.9999999999999999,Data not enough,Data not enough,Not enough data
Hampton Inn Texarkana Arkansas,-0.993881903525193,0.9938819035251929,Data not enough,Data not enough,Not enough data
Hampton Inn Tomah,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn Union City,-0.25645386318300645,-0.2752922958360179,Data not enough,0.43416892076048436,Not enough data
Hampton Inn Waynesboro/Stuarts Draft,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn West Palm Beach Central Airport,0.40753772759852014,-0.8556449387952445,0.3785377383570084,-0.13867061528380253,Not enough data
Hampton Inn Wilkesboro,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn and Suites Baltimore Inner Harbor,0.2260959997274196,0.26231490340618624,0.013084813702227414,-0.45837545257528345,-0.3363542109433638
Hampton Inn and Suites Napa,-0.49703294215061494,0.0323515869332443,0.22138728080198017,0.09451503810112458,Not enough data
Hampton Inn and Suites Williamsburg-Central,-0.0389540635095059,0.019836535291576782,-0.1302678988492373,0.2964070818119627,0.1448074273781466
Hampton Inn-athens,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn-atlanta/fairburn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn-bainbridge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn-elkhorn,-0.9617075336853579,0.5435871219596775,0.19669729523430876,0.33218783966990073,Not enough data
Hampton Inn-elmira/horseheads,0.1847874024328003,-0.29027481220134305,0.26945875429025384,-0.04373558049261165,-0.04373558049261165
Hampton Inn-fairfax City,Data not enough,0.2542513133119251,0.6424738549607565,-0.9961162195297039,Not enough data
Hampton Inn-janesville,-0.660541481742113,0.1374730739032993,Data not enough,0.6252545306861471,Not enough data
Hampton Inn-kearney,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn-lincolnton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn-lindale/tyler,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn-longmont,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn-macomb,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn-medford,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn-orange City,Data not enough,-1.0,1.0,Data not enough,Not enough data
Hampton Inn-rawlins,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton Inn-saco/biddeford,Data not enough,-0.9642323997481026,0.5708320035144885,0.3406947369971737,Not enough data
Hampton Inn-seattle/everett,1.0,-1.0,Data not enough,Data not enough,Not enough data
Hampton Inn-toledo/oregon,Data not enough,0.9999999999999999,-0.9999999999999999,Data not enough,Not enough data
Hampton Inn-warrenton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hampton San Diego-Kearny Mesa,Data not enough,Data not enough,0.9999999999999999,-0.9999999999999999,Not enough data
Hangar Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Harbor Resort,Data not enough,Data not enough,Data not enough,Data not enough,0.9999999999999999
Harborside Inn,0.3514035396784145,-0.45145862037568674,0.2653190009285955,0.008641150698802294,Not enough data
Harbourfront Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hard Rock Hotel Palm Springs,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Harrison Street Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hartsville Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Harvey's Motel,0.9999999999999998,Data not enough,-0.9999999999999998,Data not enough,Not enough data
Hat City Tavern,-0.9054624774491886,Data not enough,0.9054624774491886,Data not enough,Not enough data
Hawthorn Suites By Wyndham Augusta,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hawthorn Suites By Wyndham Dallas Park Central,0.031738675220207326,-0.5967874399850546,0.2401124478565608,0.27062686968751865,Not enough data
Hawthorn Suites By Wyndham Dayton North,0.5759205078626833,Data not enough,-0.9748583756450467,0.3989378677823635,Not enough data
Hawthorn Suites By Wyndham Oshkosh,0.5393844650361853,Data not enough,-0.5393844650361852,Data not enough,Not enough data
Hawthorn Suites By Wyndham Tyler,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Headrick's River Breeze Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hearthside Village Cottage Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Heidelberg Lodges,Data not enough,Data not enough,-0.9999999999999999,0.9999999999999999,Not enough data
Hemlock Hall,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Henry Howard Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Heritage Court Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Heritage Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Heritage Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
High Country Lodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
High Desert Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
High Point World Resort,0.5976253005619528,-0.13773784479208914,0.04492403113229456,-0.47385561268860543,Not enough data
Highland Inn,0.046513198485212584,0.02982914547418762,0.2664043235999425,-0.48266015019288405,Not enough data
Hill Country Equestrian Lodge,Data not enough,1.0,-1.0,Data not enough,Not enough data
Hillcrest Motel,-1.0,Data not enough,1.0,Data not enough,Not enough data
Hilltop Motel,Data not enough,1.0,-1.0,Data not enough,Not enough data
Hilton Baltimore BWI Airport,-0.14515627345617083,0.290377162673174,-0.08631916362906374,-0.006921143932577053,0.1343458669083647
Hilton Cleveland Downtown,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Concord,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Akron,Data not enough,-1.0,1.0,Data not enough,Not enough data
Hilton Garden Inn Anaheim-Garden Grove,-0.47101193247643375,0.3285445140387547,-0.1557710522122,0.1940267030865774,Not enough data
Hilton Garden Inn Athens Downtown,0.03141066527983391,0.23291006135693676,-0.19610294907189874,Data not enough,0.3007896474332434
Hilton Garden Inn Atlanta Downtown,-0.18232155004402917,0.022467069663710804,-0.06964679384308091,0.19439497344271045,0.05708060371777981
Hilton Garden Inn Atlanta Midtown,0.1024973363669561,0.2265569526078674,0.04092835407094441,-0.39698896672404,Not enough data
Hilton Garden Inn Auburn/Opelika,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn BWI Airport,0.14750925348984265,0.1512601498445104,-0.3669997171473811,0.15189405859637922,Not enough data
Hilton Garden Inn Bettendorf/quad Cities,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Bowling Green,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Buffalo Downtown,Data not enough,0.7314197070078071,-0.7314197070078071,Data not enough,Not enough data
Hilton Garden Inn Charlotte Pineville,Data not enough,0.16180840274642683,-0.16180840274642683,Data not enough,Not enough data
Hilton Garden Inn Chesapeake/Suffolk,0.0009862951046856069,-0.2977718339302571,-0.02396978156009679,0.2784362280174263,-0.14934730521796347
Hilton Garden Inn Chesterton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Chicago/Oakbrook Terrace,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Clovis,0.6986940750102957,0.2702253490318332,-0.9689194240421288,Data not enough,Not enough data
Hilton Garden Inn Colorado Springs Airport,Data not enough,Data not enough,Data not enough,Data not enough,1.0
Hilton Garden Inn Columbus Dublin,0.9906110964418144,-0.9906110964418144,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Columbus/Grove City,0.315307980868386,-0.6021607915160043,-0.05171812554106473,0.278655326083114,Not enough data
Hilton Garden Inn DallasMarket Center,0.2059859619872742,0.17109583852411692,0.05941217021661421,-0.41221237342274636,0.059456700257525454
Hilton Garden Inn Edison/Raritan Center,Data not enough,0.13542646091892252,-0.5405254250847908,0.4299501827773483,-0.9920206901060463
Hilton Garden Inn Fayetteville,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Grand Rapids East,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Hampton Coliseum Central,0.3811419216240797,-0.2645768594817521,-0.17268665324182922,0.13441243686044893,0.16203297570569883
Hilton Garden Inn Harrisburg East,-0.4993394269682507,0.31312558565457616,0.15957355470494416,0.12563713545443864,Not enough data
Hilton Garden Inn Ithaca,Data not enough,0.9803650684643447,-0.9803650684643447,Data not enough,Not enough data
Hilton Garden Inn Jacksonville Downtown Southbank,0.6898049144112872,-0.657016658977768,-0.21223132325307545,Data not enough,0.27670718133476896
Hilton Garden Inn Jonesboro,-0.41526870464244536,0.41526870464244536,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Kankakee,0.5192087413614825,-0.5504464791992649,Data not enough,0.10815327341134148,-0.3305542435465218
Hilton Garden Inn Key West / The Keys Collection,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Lincoln Downtown Haymarket,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Los Angeles Montebello,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Miami Airport West,-0.12284071652930811,0.08682843172389385,0.19201097004022588,-0.12895453473329369,-0.05306444826940258
Hilton Garden Inn Myrtle Beach/Coastal Grand Mall,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Napa,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Nashville Brentwood,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Oakland-San Leandro,1.0,Data not enough,Data not enough,-1.0,Not enough data
Hilton Garden Inn Oklahoma City Airport,-0.9988261143855237,0.3783948760982701,0.5373092136581981,Data not enough,Not enough data
Hilton Garden Inn Oklahoma City-Bricktown,Data not enough,-0.15465785031962614,0.15465785031962612,Data not enough,Not enough data
Hilton Garden Inn Orlando Airport,0.06968238252782814,0.08803697470265766,-0.15386148302792477,0.010043518366437385,0.04875812530076619
Hilton Garden Inn Oxnard/Camarillo,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Phoenix Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Richmond Airport,Data not enough,0.6227202572979598,0.3662567327580192,-0.9889769900559788,Not enough data
Hilton Garden Inn San Bernardino,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn San Diego Mission Valley/stadium,0.09464211844327663,0.24027786778707805,-0.022732127742826885,-0.28166103890650834,-0.8379716966263594
Hilton Garden Inn San Diego Rancho Bernardo,0.05776748675325286,0.11348567243901118,-0.2867009405238503,0.13937947655684074,Not enough data
Hilton Garden Inn Shreveport Bossier City,-0.3834467845142126,Data not enough,0.3834467845142126,Data not enough,Not enough data
Hilton Garden Inn St. Louis/Chesterfield,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Tallahassee Central,0.16165533431622578,0.19092570902912648,-0.33432804780209485,0.15811348532128575,Not enough data
Hilton Garden Inn Tampa East/Brandon,0.2148890558133031,0.3437459468448331,-0.6249121840249454,0.19669617124880115,Not enough data
Hilton Garden Inn Tampa East/brandon,0.368268031954026,0.35599997067845324,-0.9323918764816601,0.36081646693531705,Not enough data
Hilton Garden Inn Uniontown,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Valley Forge/Oaks,0.1447866907680912,0.32279580642968375,-0.6622890022466781,0.13764378047252782,Not enough data
Hilton Garden Inn Valley ForgeOaks,-0.5807627823781027,-0.1899438570158949,0.6641346831576886,Data not enough,Not enough data
Hilton Garden Inn Wichita,0.20384667944727405,0.3007648227292545,-0.2647687821619961,-0.2565394873704427,Not enough data
Hilton Garden Inn Williamsburg,0.3765168581249769,0.24113915493997368,0.19665279839712774,-0.6695133195391918,0.18645389968369505
Hilton Garden Inn Winchester,1.0,-1.0,Data not enough,Data not enough,Not enough data
Hilton Garden Inn Yuma Pivot Point,-0.1893222192149712,0.18932221921497117,Data not enough,Data not enough,Not enough data
Hilton Garden Inn-akron,Data not enough,0.440599092531116,-0.440599092531116,Data not enough,Not enough data
Hilton Garden Inn-olathe,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Garden Inn-pigeon Forge,Data not enough,Data not enough,0.1986535534196719,-0.1986535534196719,Not enough data
Hilton Garden Inn-waldorf,0.6652502044891994,Data not enough,-0.6652502044891994,Data not enough,Not enough data
Hilton Los Angeles/Universal City,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton Miami Airport Blue Lagoon,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hilton San Francisco Financial District,-1.0,Data not enough,1.0,Data not enough,Not enough data
Historic Hotel Bethlehem,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Historic Streetcar Inn,Data not enough,Data not enough,0.9285432630192356,-0.9285432630192356,Not enough data
Hiway House Motel,Data not enough,0.9999999999999999,-0.9999999999999999,Data not enough,Not enough data
Hiway Inn Express,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Ames Conference Center At Isu,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Anaheim-Resort Area,0.02894154481183816,0.42208095379994715,-0.9268977935755923,0.33167522594097615,Not enough data
Holiday Inn Express,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Amarillo West,-0.05610999534033185,-0.399698332024343,Data not enough,0.4160941713272195,Not enough data
Holiday Inn Express & Suites Anaheim Resort Area,-0.5936699388424734,0.2669560452532111,0.11167885110803431,0.3021923886822437,Not enough data
Holiday Inn Express & Suites Atlanta East - Lithonia,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Austin South,Data not enough,0.9982563230294317,Data not enough,-0.9982563230294317,Not enough data
Holiday Inn Express & Suites Baton Rouge East,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Bethlehem,0.5416602856512011,-0.541660285651201,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Bloomington,Data not enough,Data not enough,0.4206019113406219,-0.4206019113406219,-0.9939045277782775
Holiday Inn Express & Suites Butte,0.9999999999999999,-0.9999999999999999,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Carmel-north Indianapolis,0.5146667778592126,Data not enough,-0.2866806287646861,-0.2663852773718801,Not enough data
Holiday Inn Express & Suites Carpinteria,Data not enough,-0.7217025266167414,0.7217025266167413,Data not enough,Not enough data
Holiday Inn Express & Suites Chicago South Lansing,Data not enough,Data not enough,-0.9999999999999999,0.9999999999999999,Not enough data
Holiday Inn Express & Suites Columbus - Polaris Parkway,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Columbus Univ Area - Osu,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Denver Northeast - Brighton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Des Moines Downtown,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Eureka,Data not enough,1.0,Data not enough,-1.0,Not enough data
Holiday Inn Express & Suites Florence I-95 & I-20 Civic Ctr,0.18748291631661873,-0.18748291631661873,Data not enough,Data not enough,0.010672532497790477
