Unnamed: 0,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Total Reviews,Average Rating
1339,Pine Cone Motel,CA,95490,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,3
1340,Pioneer Motel and Cottages,NC,28719,"Motel,  Lodging,  Hotel,  Cottages",Accommodation & Food Services,1,2,4
1341,Pittsburgh Marriott City Center,PA,15219,Hotel,Accommodation & Food Services,1,22,4
1342,Plantation Inn & Suites,WV,26378,"Hotel & Motel reservations,  Bed & Breakfast & Inns,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,3
1343,Plaza Motel,MA,1960,"Travel and Tourism,  Hotel & Motel reservations,  Bed & Breakfast & Inns,  Travel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0,1,1
1344,Pomaika'i Lucky Farm BB,HI,96704,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,3
1345,Ponderosa Lodge,NM,87558,"Resorts,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1346,Ponderosa Motel,WA,98620,"Motel,  Lodging,  Hotel,  B&bs / Inns",Accommodation & Food Services,1,2,4
1347,Port Motel,PA,16743,"Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
1348,Portland Harbor Hotel,ME,4101,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,1,4
1349,Portland Regency Hotel & Spa,ME,4101,"Bar,  Hotel,  Lounge",Accommodation & Food Services,1,18,4
1350,Pousada Suites,FL,33019,"Motel,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,2,4
1351,Prairie Winds Motel,ND,58436,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,5
1352,Primrose Motel,CO,80221,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,5
1353,Prospector Motel,CO,81503,"Motel,  Hotel",Accommodation & Food Services,1,1,4
1354,"Quality Hotel & Suites ""At The Falls""",NY,14303,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,2
1372,Quality Inn,MI,48661,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
1373,Quality Inn,MN,56301,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
1374,Quality Inn,MO,65401,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
1375,Quality Inn,NC,28086,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
1376,Quality Inn,NE,69153,"Motel,  Hotel & Motel,  Hotel,  Lodges",Accommodation & Food Services,1,5,4
1377,Quality Inn,NJ,7840,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,1,1
1379,Quality Inn,NM,87740,"Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,1,4
1371,Quality Inn,ME,4609,"Motel,  Lodging,  Hotel & Motel,  Hotel Pool,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
1380,Quality Inn,OK,74804,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
1381,Quality Inn,PA,16038,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,0,1,4
1382,Quality Inn,PA,16853,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,3
1383,Quality Inn,PA,18936,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,2,5
1384,Quality Inn,WI,54016,"Travel Agencies,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,4
1378,Quality Inn,NJ,8837,"Motel,  Hotel,  Corporate Lodging,  Lodges",Accommodation & Food Services,1,2,4
1370,Quality Inn,MA,2767,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,1,3
1360,Quality Inn,FL,34613,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,5
1368,Quality Inn,LA,71202,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,2
1367,Quality Inn,KY,42104,"Motel,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,1,2,4
1366,Quality Inn,IN,47807,"Budget Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
1365,Quality Inn,IN,46733,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1364,Quality Inn,IA,52402,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,3
1363,Quality Inn,IA,50313,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
1362,Quality Inn,GA,30643,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,0,1,3
1361,Quality Inn,GA,30241,"Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
1369,Quality Inn,LA,71270,"Motel,  Hotel",Accommodation & Food Services,1,1,4
1359,Quality Inn,FL,32763,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,4,3
1358,Quality Inn,CA,92530,"Motel,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,3,4
1357,Quality Inn,AZ,86301,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
1356,Quality Inn,AZ,85635,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
1355,Quality Inn,AR,72802,"Travel and Tourism,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,2
1386,Quality Inn & Suites,FL,32504,"Hotel Northeast Pensacola,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,4
1387,Quality Inn & Suites,FL,34689,Hotel,Accommodation & Food Services,1,8,4
1385,Quality Inn & Suites,CT,6810,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,1,2
1388,Quality Inn & Suites,GA,30336-1731,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,1
1389,Quality Inn & Suites Airport/Cruise Port South,FL,33020,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,14,3
1390,Quality Inn & Suites Anaheim Maingate,CA,92805-5157,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,1,1
1391,Quality Inn & Suites Jefferson City,MO,65109,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,1,1
1392,Quality Inn & Suites Nj State Capital Area,PA,19067,"Motel,  Hotel & Motel,  Hotel,  Lodges",Accommodation & Food Services,1,5,4
1393,Quality Inn And Suites,MT,59808,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,5,4
1394,Quality Inn Bedford,PA,15522,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
1395,Quality Inn Colchester - Burlington,VT,5446,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,3
1396,Quality Inn East,IN,47715,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
1397,Quality Inn Midway Airport,IL,60629-5816,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1398,Quality Inn North,VA,23227,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,2,1
1399,Quality Inn Oklahoma City Airport,OK,73159,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
1413,Quality Inn Suites,WI,53555,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,4,4
1412,Quality Inn Suites,WA,99362,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
1411,Quality Inn Suites,VA,24382,"Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
1410,Quality Inn Suites,VA,23230,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Motel,  Lodging,  Hotel & Motel,  Conference Convention Centers,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,5,3
1409,Quality Inn Suites,VA,23005,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,5
1408,Quality Inn Suites,TN,37419,"Motel,  Hotel & Motel,  Hotel,  Lodges",Accommodation & Food Services,1,2,2
1407,Quality Inn Suites,SC,29142,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,1,1
1403,Quality Inn Suites,MT,59701,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
1405,Quality Inn Suites,OH,44906,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
1404,Quality Inn Suites,OH,43017,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,2
1402,Quality Inn Suites,IA,51106,"Travel and Tourism,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,3
1401,Quality Inn Suites,FL,32550,"Motel,  Hotel",Accommodation & Food Services,1,2,3
1400,Quality Inn Suites,FL,32308,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
1406,Quality Inn Suites,OH,45662,"Motel,  Hotel,  Lodges",Accommodation & Food Services,1,3,3
1414,Quality Inn Suites Airport,TX,79925,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,1,3
1415,Quality Inn Suites At Olympic National Park,WA,98382,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
1416,Quality Inn Suites Canton,TX,75103,"Hotel & Motel reservations,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
1417,Quality Inn Suites Conference Center,PA,16509,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
1418,Quality Inn Suites Medical Park,NC,27705,"Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
1419,Quality Inn Suites Near University,TX,76711,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
1420,Quality Inn Suites at Dollywood Lane,TN,37863,"Hotel & Motel Reservations,  Accommodations & Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
1421,Quality Inn Troy,OH,45373,"Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
1422,Quality Inn and Suites By The Parks,FL,34747,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,60,4
1423,Radisson Hotel Freehold,NJ,07728-2514,Hotel,Accommodation & Food Services,1,18,4
1424,Radisson Hotel Valley Forge,PA,19406,"Karaoke,  Hotel & Motel reservations,  Restaurants,  Resorts,  Banquet facilities,  Hotel & Motel,  American restaurants,  Hotel",Accommodation & Food Services,1,2,5
1425,Radisson Hotel-Portland Airport,OR,97218,"Banquet facilities,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,6,4
1426,Ramada Albuquerque East,NM,87123,"Hotel & Motel,  Hotel",Accommodation & Food Services,-1,5,3
1427,Ramada BWI Airport/Arundel Mills,MD,21076,"Banquet Halls and Reception Facilities,  Hotel",Accommodation & Food Services,1,87,3
1428,Ramada Bordentown,NJ,8505,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,1,5
1429,Ramada Bozeman,MT,59715,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
1430,Ramada Costa Mesa/Newport Beach,CA,92627,"Motel,  Hotel",Accommodation & Food Services,0,1,5
1431,Ramada Flagstaff East,AZ,86004,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,3
1432,Ramada Hialeah Miami Airport,FL,33012,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,-1,6,2
1433,Ramada Limited - Port Allen,LA,70767,Hotel,Accommodation & Food Services,1,1,3
1434,Ramada Louisville Expo Center,KY,40209,Hotel,Accommodation & Food Services,-0,3,3
1435,Ramada Medford Hotel And Conference Center,OR,97504,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,9,3
1436,Ramada Mesa Phoenix East Area,AZ,85202,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,6,2
1437,Ramada Naples,FL,34102,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
1438,Ramada Oklahoma City Near Bricktown,OK,73117,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,15,3
1439,Ramada Platte City KCI Airport,MO,64079,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,7,3
1440,Ramada Plaza Albany,NY,12206,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,3
1441,Ramada Plaza Hawthorne/LAX,CA,90250,"Accommodations & Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,1,4
1442,Ramada Urbana/champaign,IL,61801,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Travel & Transport,  Hotel & Motel,  Hotel",Accommodation & Food Services,0,3,3
1443,Ramada-ankeny,IA,50021,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
1444,Ramada-kingman,AZ,86401,"Hotel & Motel,  Hotel,  Travel",Accommodation & Food Services,1,2,4
1445,Ramona Lake Cabins,CO,80545,"Cabins and Chalets,  Hotel,  Resorts",Accommodation & Food Services,1,1,4
1446,Rancho Tee Motel,CA,93422,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0,1,2
1447,Rancho Valencia Resort Spa,CA,92067,"Hotel & Motel reservations,  Resort,  Resorts,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,5
1448,Red Cedar Lodge,MO,63628,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,-1,2,1
1449,Red Lion Inn & Suites McMinnville,OR,97128,Hotel,Accommodation & Food Services,1,7,4
1450,Red Lion Inn Suites Denver Airport,CO,80249,"Motel,  Hotel",Accommodation & Food Services,1,6,4
1451,Red Mill Inn,DE,19958,"Travel and Tourism,  Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,3
1452,Red Parrot Cafe @ Breakers Resort,SC,29577,"Hotel Bar,  Caf,  Hotel,  Resort",Accommodation & Food Services,1,2,4
1453,Red Roof Inn & Suites Dekalb,IL,60115,"Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,1,2,4
1454,Red Roof Inn & Suites Muskegon Heights,MI,49444,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,11,3
1455,Red Roof Inn & Suites Newark-university,DE,19713,"Hotel & Motel reservations,  Tourist Hotel,  Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Boutique Hotel",Accommodation & Food Services,1,31,3
1456,Red Roof Inn - Richmond South,VA,23234-2240,Hotel,Accommodation & Food Services,1,10,4
1457,Red Roof Inn Allentown Airport,PA,18109,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,12,3
1458,Red Roof Inn Boardman,OH,44514,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,5
1459,Red Roof Inn Cleveland-medina,OH,44256,"Hotel & Motel,  Hotel",Accommodation & Food Services,-1,5,3
1460,Red Roof Inn Dayton North Airport,OH,45414,"Travel agencies and bureaus,  Extended Stay,  Travel Agencies,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,11,3
1461,Red Roof Inn Detroit - Southfield,MI,48034,"Motel,  Hotel & Motel,  Hotel,  General Travel",Accommodation & Food Services,1,4,2
1462,Red Roof Inn Durham-duke University Medical Center,NC,27705,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,3
1463,Red Roof Inn Flint-bishop Airport,MI,48507,"Hotel & Motel,  Hotel",Accommodation & Food Services,0,4,2
1464,Red Roof Inn Fresno - Yosemite Gateway,CA,93726,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,10,2
1465,"Red Roof Inn Hagerstown Williamsport,",MD,21795,"Hotel & Motel reservations,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,3
1466,Red Roof Inn Hampton Coliseum Convention Center,VA,23666,"Motel,  Hotel,  General Travel",Accommodation & Food Services,1,25,3
1467,Red Roof Inn Hardeeville,SC,29927,"Hotel & Motel reservations,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,9,3
1468,Red Roof Inn Lansing East - Michigan State University,MI,48910,"Budget Hotel,  Business Hotel,  General Travel,  Family-friendly Hotel,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,3,2
1469,Red Roof Inn Phoenix North - Bell Road,AZ,85053-2012,Hotel,Accommodation & Food Services,-0,3,2
1470,Red Roof Inn Rockford,IL,61108,"Hotel & Motel,  Government Contractors,  Hotel",Accommodation & Food Services,1,8,4
1471,Red Roof Inn Salem,NH,3079,"Extended Stay,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,4
1472,Red Roof Inn Tallahassee,FL,32303,"Extended Stay,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Government Contractors,  Family-friendly Hotel,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,9,3
1473,Red Roof Plus+ Long Island-garden City,NY,11590,"Extended Stay,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,5,5
1474,"Red Roof Plus+ Washington, DC - Alexandria",VA,22303,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,7,4
1475,Red Roof Plus+ Wilmington - Newark,DE,19713,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,5,2
1476,Red Roof Plus+& Suites Guilford,CT,6437,"Extended Stay,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,2,4
1477,Redwood Motel,AZ,85225,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,4
1478,Regency Inn Suites,KS,66762,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,5
1479,Relax Inn,AR,72301,"Hotel & Motel reservations,  Budget Hotel,  Travel & Lodging,  Hotel & Lodging,  Motel,  Lodging,  Hotel & Motel,  Bed and Breakfast and Inns,  Hotel",Accommodation & Food Services,1,1,5
1480,Relax Inn,KS,67748,"Family-Friendly Hotel,  Business Hotel,  Resorts,  Lodging,  Hotel & Motel,  Boutique Hotel,  Hotel",Accommodation & Food Services,1,1,5
1481,Relax Inn,WV,25401,"Budget Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,1,1
1482,Relax Inn Altoona,PA,16601,"Travel and Tourism,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0,1,2
1483,Renaissance Tulsa Hotel & Convention Center,OK,74133,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1484,Residence Inn Allentown Bethlehem/Lehigh Valley Airport,PA,18018,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
1485,Residence Inn Annapolis,MD,21401,"Meeting Room,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
1486,Residence Inn Baltimore BWI Airport,MD,21090,"Lodging,  Hotel",Accommodation & Food Services,1,1,5
1487,Residence Inn By Marriott Las Vegas South,NV,89118,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,5,5
1488,Residence Inn By Marriott Waldorf,MD,20601,"Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,1,5
1489,Residence Inn Camarillo,CA,93012,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
