Unnamed: 0,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Total Reviews,Average Rating
412,Comfort Inn,VA,24382,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
411,Comfort Inn,VA,24202,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
410,Comfort Inn,VA,22603,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,4
409,Comfort Inn,VA,22150,"Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
408,Comfort Inn,TX,76306,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
407,Comfort Inn,TN,38401,"Tourist Hotel,  Budget Hotel,  Apartment Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,2
406,Comfort Inn,TN,37303,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Lodges,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
405,Comfort Inn,OH,45694,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
404,Comfort Inn,NH,3301,"Tourist Hotel,  Budget Hotel,  Gyms and Fitness Centers,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel","Accommodation & Food Services,Arts Entertainment & Recreation",1,1,4
403,Comfort Inn,NC,28779,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,4
402,Comfort Inn,NC,28334,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
397,Comfort Inn,MI,49007,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
400,Comfort Inn,NC,27205,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
399,Comfort Inn,MO,63901,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
398,Comfort Inn,MN,56007,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
401,Comfort Inn,NC,28328,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,1,3
396,Comfort Inn,MA,1035,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,2
395,Comfort Inn,KY,40004,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
394,Comfort Inn,ID,83501,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,1
393,Comfort Inn,ID,83402,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
392,Comfort Inn,CO,80828,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,2,4
391,Comfort Inn,CO,80701,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,5
390,Comfort Inn,CA,93933,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,3
389,Comfort Inn,CA,92336,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
417,Comfort Inn & Suites,VA,23323,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,4
415,Comfort Inn & Suites,FL,33762,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel and Hotel Pool,  Lodging,  Motel,  Hotel & Motel,  Hotel Pool,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,7,4
416,Comfort Inn & Suites,PA,15301,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,2
418,Comfort Inn & Suites West,OR,97005,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
419,Comfort Inn Ballston,VA,22201,"Corporate Housing,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,4,5
420,Comfort Inn Corydon,IN,47112,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
421,Comfort Inn Duncansville - Altoona,PA,16635,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,4,4
422,Comfort Inn Evansville-Casper,WY,82636,"Budget Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,7,4
423,Comfort Inn I-10 West at 51st Ave,AZ,85043-1770,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,3,4
424,Comfort Inn Lucky Lane,AZ,86004,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,3,4
425,Comfort Inn Midtown,OK,74135,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,4
426,Comfort Inn North,OR,97504,"Travel Agencies,  Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,3
427,Comfort Inn Palo Alto,CA,94306,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,4
428,Comfort Inn Red Hook,NY,11231,"Hotel & Motel reservations,  Holding companies,  Motel,  Hotel & Motel,  Lodges,  Hotel",Accommodation & Food Services,1,1,5
429,Comfort Inn South,TN,37663,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
430,Comfort Inn Suites,KS,66762,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
431,Comfort Inn Suites,MI,48108,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
432,Comfort Inn Suites,SC,29142,"Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Motel,  Hotel & Motel,  Boutique Hotel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,3,4
433,Comfort Inn Suites,SD,57108,"Travel and Tourism,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,5
434,Comfort Inn Suites,TX,75154,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,4
435,Comfort Inn Suites,TX,76009,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,2,5
436,Comfort Inn Suites,WY,82007,"Lodging,  Travel and Tourism,  Hotel,  Motel",Accommodation & Food Services,1,2,4
437,Comfort Inn Suites Airport and Expo,KY,40209,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,6,4
438,Comfort Inn Suites Savannah Airport,GA,31408,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,5
439,Comfort Inn Suites Virginia Beach Oceanfront,VA,23451,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,12,5
440,Comfort Inn Suites West - Medical Center,MN,55901,"Travel and Tourism,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
441,Comfort Inn Traverse City,MI,49686,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,5,4
442,Comfort Inn-lehigh Valley West,PA,18106,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,0,1,3
465,Comfort Suites,VA,23336,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,16,4
464,Comfort Suites,VA,23320,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,4
463,Comfort Suites,TX,79922,"Hotel Bar,  Hotel",Accommodation & Food Services,1,6,4
461,Comfort Suites,TN,38305,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,0,1,3
460,Comfort Suites,TN,37932,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,12,4
459,Comfort Suites,TN,37604,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,4,4
458,Comfort Suites,SD,57106,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
457,Comfort Suites,SC,29621,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
456,Comfort Suites,PA,15146,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,5
455,Comfort Suites,OK,73501,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
454,Comfort Suites,OH,45373,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,2,5
462,Comfort Suites,TX,79109,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,2,4
452,Comfort Suites,NC,28144,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,2
451,Comfort Suites,MS,38671,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,5
450,Comfort Suites,MI,49090,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,-0,2,3
449,Comfort Suites,KY,40475,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
448,Comfort Suites,KY,40422,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,5
447,Comfort Suites,IN,47978,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,1,5
446,Comfort Suites,IN,47905,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,3
453,Comfort Suites,NC,28719,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,5,4
445,Comfort Suites,IN,46804,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,3,5
444,Comfort Suites,GA,31093,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
443,Comfort Suites,GA,30907,"Hotel & Motel Reservations,  Accommodations & Lodging,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,4,4
466,Comfort Suites Airport,OH,43219,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,0,1,3
467,Comfort Suites Alamo/River walk,TX,78202,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,9,5
468,Comfort Suites At Eglin Air Force Base,FL,32578,"Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,5,5
469,Comfort Suites Columbia Gateway,MD,21075,"Hotel & Motel reservations,  Hotel & Motel consultants,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,5,4
470,Comfort Suites East Broad At 270,OH,43213,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,8,5
471,Comfort Suites Highlands Ranch Denver Tech Center Area,CO,80126,"Restaurants,  Hotel & Motel,  Hotel,  American restaurants",Accommodation & Food Services,1,7,4
472,Comfort Suites Historic District,GA,31401,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,0,1,5
473,Comfort Suites Kansas City-Liberty,MO,64158,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
474,Comfort Suites Kings Bay Naval Base Area,GA,31548,"Hotel & Motel reservations,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,3
475,Comfort Suites Lexington,SC,29072,"Lodging,  Hotel",Accommodation & Food Services,1,3,5
476,Comfort Suites Outlet Center,NC,28806,"Restaurants,  Hotel & Motel,  Hotel,  American restaurants",Accommodation & Food Services,1,5,4
477,Comfort Suites Redmond Airport,OR,97756,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,4,4
478,Comfort Suites Suffolk - Chesapeake,VA,23435,Hotel,Accommodation & Food Services,1,26,4
479,Comfort Suites Tampa / Brandon,FL,33619,"Hotel and Lodging,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,5,3
480,Comfort Suites-Texarkana,AR,71854,Hotel,Accommodation & Food Services,-0,1,4
481,Comfort Suites-dodge City,KS,67801,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
482,Comfort Suites-elgin,IL,60124,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
483,Comfort Suites-independence,MO,64057,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
484,Comfort Suites-regency Park,NC,27518,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,4
485,Concord Suites,NJ,8202,"Motel,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,1,2,4
486,Cooper Hill Inn,VT,5341,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,1,5
487,Copperleaf Hotel,WI,54911,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
488,Coral Beach Resort and Suites,SC,29577,"Tourist Hotel,  Family-Friendly Hotel,  Business Hotel,  Resorts,  Golf Resorts,  Luxury Hotel,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,-0,1,4
489,Cornstalk Hotel,LA,70116-2701,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,12,4
490,Cotulla Motel,TX,78014,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,5
491,Cougar Land Motel,WA,99163,"travel,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
492,"Country Inn & Suites By Carlson, Ames, IA",IA,50010,"Hotel & Motel reservations,  Budget Hotel,  Family-Friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,5
493,"Country Inn & Suites By Carlson, Annapolis,",MD,21401,"Bed Breakfasts,  Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
494,"Country Inn & Suites By Carlson, Athens, Ga",GA,30606,"Hotel & Motel reservations,  Budget Hotel,  Family-friendly Hotel,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
495,"Country Inn & Suites By Carlson, Bowling Green, KY",KY,42103,"Travel and Tourism,  Hotel & Motel reservations,  Budget Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,5
496,"Country Inn & Suites By Carlson, Carlisle, PA",PA,17015,"Budget Hotel,  Hotel & Motel,  Hotel,  Family-friendly Hotel",Accommodation & Food Services,1,1,5
497,"Country Inn & Suites By Carlson, Ithaca, NY",NY,14850,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Business Services,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
498,"Country Inn & Suites By Carlson, Marinette, WI",WI,54143,"Hotel & Motel reservations,  Budget Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,3
499,"Country Inn & Suites By Carlson, Prairie du Chien",WI,53821-8739,"Budget Hotel,  Family-Friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
500,"Country Inn & Suites By Carlson, Rocky Mount, NC",NC,27804,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
501,"Country Inn Suites By Carlson, Princeton, WV",WV,24739,"Hotel & Motel reservations,  Budget Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,4
502,"Country Inn Suites By Carlson, Richmond I-95 South",VA,23237,Hotel,Accommodation & Food Services,1,3,4
503,Country Inn&Suites By Carlson,GA,30080,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,3,3
504,Country Vintage Inn,KS,66064,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,3,4
505,Courtyard Annapolis,MD,21401,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Travel,  Luxury Hotel,  Lodging,  Hotel & Motel,  Boutique Hotel,  Hotel",Accommodation & Food Services,1,3,3
506,Courtyard Atlanta Airport South/Sullivan Road,GA,30337,"Hotel & Motel,  Hotel",Accommodation & Food Services,0,1,4
507,Courtyard Austin South,TX,78744,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
508,Courtyard Bloomington,IN,47403,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,3
509,Courtyard Boston Andover,MA,1810,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,2,4
510,Courtyard Boston Marlborough,MA,01752-1917,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,4
511,Courtyard Boston Woburn/Boston North,MA,1801,Hotel,Accommodation & Food Services,1,12,4
512,Courtyard By Marriott Montvale,NJ,7645,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,6,4
513,Courtyard Charlottesville North,VA,22901,"Hotel & Motel,  Convention & Meeting Facilities & Services,  Hotel",Accommodation & Food Services,1,1,4
514,Courtyard Chattanooga Downtown,TN,37402,Hotel,Accommodation & Food Services,1,5,4
515,Courtyard Chicago Deerfield,IL,60015,"Hotel & Motel,  Hotel,  Travel & Transport",Accommodation & Food Services,0,1,1
516,Courtyard Cleveland Beachwood,OH,44122-4401,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
517,Courtyard Columbia,MD,21045,"Hotel & Motel,  Hotel,  Convention & Meeting Facilities & Services",Accommodation & Food Services,1,3,5
518,Courtyard Gainesville,FL,32608,Hotel,Accommodation & Food Services,1,4,4
519,Courtyard Harrisburg Hershey,PA,17111,"Hotel & Motel,  Meeting Room,  Hotel",Accommodation & Food Services,1,2,4
520,Courtyard Houston Hobby Airport,TX,77017,"Hotel,  Convention & Meeting Facilities & Services",Accommodation & Food Services,-0,2,2
521,Courtyard Indianapolis Castleton,IN,46250,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
522,Courtyard Las Vegas Convention Center,NV,89109,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
523,Courtyard Las Vegas Henderson/Green Valley,NV,89014,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
524,Courtyard Louisville Airport,KY,40209,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
525,Courtyard Myrtle Beach Barefoot Landing,SC,29572,Hotel,Accommodation & Food Services,1,7,5
526,Courtyard Newport News Airport,VA,23602-4509,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
527,Courtyard Oakland Airport,CA,94621,"Hotel & Motel,  Hotel,  Building",Accommodation & Food Services,1,1,5
528,Courtyard Oklahoma City Northwest,OK,73118,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
529,Courtyard Philadelphia Plymouth Meeting,PA,19462,"Meeting Room,  Hotel & Motel,  Hotel,  Convention & Meeting Facilities & Services",Accommodation & Food Services,1,3,4
530,Courtyard Phoenix North/Happy Valley,AZ,85085-2870,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
531,Courtyard Richland Columbia Point,WA,99352-4373,"Hotel and Meeting Room,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,3
532,Courtyard Rockaway-Mt. Arlington,NJ,07856-1301,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
533,Courtyard San Antonio SeaWorld®/Lackland,TX,78238,"Meeting Room,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,3
534,Courtyard San Diego Sorrento Valley,CA,92121,"Hotel & Motel,  Hotel Sorrento Valley,  Convention & Meeting Facilities & Services,  Hotel",Accommodation & Food Services,1,3,4
535,Courtyard Santa Fe,NM,87507-7207,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,4
536,Courtyard Scranton Wilkes-Barre,PA,18507,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,4
537,Courtyard Seattle Downtown/Lake Union,WA,98109-3524,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,22,4
538,Courtyard Seattle Federal Way,WA,98003,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
539,Courtyard Sunnyvale Mountain View,CA,94087,Hotel,Accommodation & Food Services,1,1,5
540,Courtyard by Marriott Clemson,SC,29631,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
541,Courtyard by Marriott Houston Brookhollow,TX,77092,"Motel,  Hotel,  Resort",Accommodation & Food Services,1,11,4
542,Courtyard by Marriott Lafayette,IN,47905,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
543,Courtyard by Marriott Medford Airport,OR,97504,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,4
544,Courtyard by Marriott Newport News Airport,VA,23602,"Lodging,  Motel,  Hotel & Motel,  Airports,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
545,Courtyard by Marriott Scottsdale Salt River,AZ,85250,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,2,5
546,Courtyard by Marriott Sioux Falls,SD,57106,"Meeting Room,  Hotel & Motel,  Hotel,  Meeting Facilities",Accommodation & Food Services,1,1,4
547,Courtyard by Marriott Westbury Long Island,NY,11590,"Hotel & Motel,  Hotel,  Meeting Facilities",Accommodation & Food Services,1,1,5
548,Cozy Villa Motel,FL,32117,"Resorts,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0,1,5
549,Crescent Suites & Hotel,MA,2453,"Travel and Tourism,  Hotel & Motel,  Hotel,  Hotel South Side",Accommodation & Food Services,1,1,5
550,Crooked Hook Resort,AR,72653,"Hotel,  Resorts,  Resorts & Hotel",Accommodation & Food Services,1,1,5
551,Crossland Economy Studios Denver - Thornton,CO,80229,"Hotel-Apartment,  Lodging,  Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,1,1
552,Crossland Economy Studios Salem - North,OR,97305,"Hotel-Apartment,  Lodging,  Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,1,1
553,Crossland Economy Studios Shreveport - Bossier City,LA,71111,"Hotel-Apartment,  Lodging,  Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
554,Crossland Economy Studios Spartanburg - Asheville Hwy.,SC,29303,"Hotel-Apartment,  Spa,  Motel,  Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,1,3
555,Crossland Economy Studios Tacoma - Puyallup,WA,98371,"Hotel-Apartment,  Motel,  Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
556,Crown Reef Beach Resort and Waterpark,SC,29577,"Lodging,  Hotel,  Resorts",Accommodation & Food Services,1,1,5
557,Crowne Plaza Columbus-Downtown,OH,43215,"Hotel & Motel Reservations,  Accommodation Reservations,  Accommodations & Lodging,  Tourist Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Luxury Hotel,  Lodging,  Motel,  Hotel & Motel,   and Conference Room,   Resort,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,7,4
558,Crowne Plaza Hotel Nashua,NH,3063,"Karaoke,  Hotel & Motel reservations,  Resorts,  Luxury Hotel,  Hotel & Motel,  Hotel,  Family-Friendly Hotel,  Business Hotel,  Banquet facilities,  Lodging,  Motel,  Weekend Getaway Hotel,  Accommodation Reservations,  Tourist Hotel,  Beach Hotel,  Hotel & Motel Reservations,  Accommodations & Lodging,  Restaurants,  American restaurants",Accommodation & Food Services,1,9,4
559,Culver Cove Resort,IN,46511-1507,Hotel,Accommodation & Food Services,-0,2,2
560,Days Inn,IA,52807,"Resort,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
561,Days Inn & Suites Logan,UT,84321,"Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,1,1
562,Days Inn & Suites Madison,WI,53716,"Conventions,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
563,Days Inn & Suites Milwaukee Airport,WI,53221,"Banquet facilities,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,8,2
564,Days Inn & Suites Spokane Airport Airway Heights,WA,99001,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,4,4
565,Days Inn & Suites Trinidad,CO,81082-3616,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
566,Days Inn - Wytheville,VA,24382,"Pet Friendly Hotel,  Travel and Tourism,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,4
567,Days Inn Ames,IA,50010,"Hotel & Motel reservations,  Budget Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0,1,1
